"time","Tmax","Tmin","Tavg","DewPoint","Heat","Cool","Sunrise","Sunset","PrecipTotal","StnPressure","AvgSpeed","SiteID","Ozone","units","Lat","Long"
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-0075",0.024,"ppm",29.752778,-95.350278
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-1035",0.028,"ppm",29.733726,-95.257593
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-1015",0.035,"ppm",29.761653,-95.081386
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-0024",0.033,"ppm",29.901037,-95.326125
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-0062",0.032,"ppm",29.625833,-95.2675
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-0047",0.029,"ppm",29.834722,-95.489167
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-1039",0.045,"ppm",29.670025,-95.128508
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-039-1016",0.042,"ppm",29.043759,-95.472946
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-0046",0.03,"ppm",29.828086,-95.284096
"2011-01-26",62,38,50,32,15,0,714,1754,0,30.16,2.4,"48-201-0070",0.025,"ppm",29.735129,-95.315583
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0026",0.037,"ppm",29.802707,-95.125495
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0051",0.045,"ppm",29.623611,-95.473611
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-1050",0.046,"ppm",29.583047,-95.015544
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0066",0.044,"ppm",29.724722,-95.503611
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0075",0.034,"ppm",29.752778,-95.350278
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-039-1004",0.05,"ppm",29.520443,-95.392509
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-1015",0.03,"ppm",29.761653,-95.081386
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0416",0.037,"ppm",29.686389,-95.294722
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0029",0.047,"ppm",30.039534,-95.6739
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0047",0.038,"ppm",29.834722,-95.489167
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-1039",0.041,"ppm",29.670025,-95.128508
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0055",0.041,"ppm",29.695744,-95.499262
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-167-1034",0.052,"ppm",29.254474,-94.861289
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0046",0.032,"ppm",29.828086,-95.284096
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0024",0.041,"ppm",29.901037,-95.326125
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-039-1016",0.048,"ppm",29.043759,-95.472946
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-1035",0.026,"ppm",29.733726,-95.257593
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0062",0.04,"ppm",29.625833,-95.2675
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-1034",0.036,"ppm",29.767971,-95.220587
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-201-0070",0.038,"ppm",29.735129,-95.315583
"2011-01-27",68,41,55,34,10,0,713,1754,0,30.14,5.8,"48-339-0078",0.044,"ppm",30.350302,-95.425128
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0066",0.049,"ppm",29.724722,-95.503611
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0075",0.035,"ppm",29.752778,-95.350278
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0029",0.053,"ppm",30.039534,-95.6739
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0051",0.049,"ppm",29.623611,-95.473611
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-1039",0.048,"ppm",29.670025,-95.128508
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0416",0.042,"ppm",29.686389,-95.294722
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0046",0.035,"ppm",29.828086,-95.284096
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0070",0.044,"ppm",29.735129,-95.315583
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-039-1016",0.054,"ppm",29.043759,-95.472946
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0055",0.046,"ppm",29.695744,-95.499262
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0047",0.044,"ppm",29.834722,-95.489167
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-039-1004",0.055,"ppm",29.520443,-95.392509
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-1034",0.048,"ppm",29.767971,-95.220587
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-339-0078",0.046,"ppm",30.350302,-95.425128
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-167-1034",0.055,"ppm",29.254474,-94.861289
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0024",0.046,"ppm",29.901037,-95.326125
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0026",0.043,"ppm",29.802707,-95.125495
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-1050",0.051,"ppm",29.583047,-95.015544
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-0062",0.041,"ppm",29.625833,-95.2675
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-1015",0.033,"ppm",29.761653,-95.081386
"2011-01-28",74,45,60,38,5,0,713,1755,0,30.06,8.8,"48-201-1035",0.032,"ppm",29.733726,-95.257593
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0051",0.044,"ppm",29.623611,-95.473611
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0046",0.035,"ppm",29.828086,-95.284096
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0066",0.042,"ppm",29.724722,-95.503611
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-339-0078",0.043,"ppm",30.350302,-95.425128
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-1015",0.044,"ppm",29.761653,-95.081386
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0075",0.035,"ppm",29.752778,-95.350278
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-1034",0.045,"ppm",29.767971,-95.220587
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-039-1016",0.045,"ppm",29.043759,-95.472946
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0416",0.041,"ppm",29.686389,-95.294722
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0029",0.044,"ppm",30.039534,-95.6739
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0055",0.042,"ppm",29.695744,-95.499262
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-167-1034",0.052,"ppm",29.254474,-94.861289
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0062",0.041,"ppm",29.625833,-95.2675
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-039-1004",0.047,"ppm",29.520443,-95.392509
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-1039",0.047,"ppm",29.670025,-95.128508
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-1050",0.046,"ppm",29.583047,-95.015544
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0026",0.044,"ppm",29.802707,-95.125495
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0047",0.038,"ppm",29.834722,-95.489167
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0024",0.039,"ppm",29.901037,-95.326125
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-1035",0.038,"ppm",29.733726,-95.257593
"2011-01-29",74,52,63,54,2,0,712,1756,0,29.98,7.8,"48-201-0070",0.04,"ppm",29.735129,-95.315583
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0066",0.032,"ppm",29.724722,-95.503611
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0075",0.026,"ppm",29.752778,-95.350278
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0046",0.024,"ppm",29.828086,-95.284096
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-167-1034",0.043,"ppm",29.254474,-94.861289
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-339-0078",0.033,"ppm",30.350302,-95.425128
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-1015",0.03,"ppm",29.761653,-95.081386
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0055",0.03,"ppm",29.695744,-95.499262
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-1050",0.034,"ppm",29.583047,-95.015544
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0062",0.028,"ppm",29.625833,-95.2675
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-1034",0.032,"ppm",29.767971,-95.220587
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-039-1016",0.04,"ppm",29.043759,-95.472946
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-1035",0.027,"ppm",29.733726,-95.257593
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0024",0.029,"ppm",29.901037,-95.326125
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0051",0.033,"ppm",29.623611,-95.473611
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0416",0.029,"ppm",29.686389,-95.294722
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-039-1004",0.033,"ppm",29.520443,-95.392509
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-1039",0.036,"ppm",29.670025,-95.128508
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0029",0.036,"ppm",30.039534,-95.6739
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0047",0.03,"ppm",29.834722,-95.489167
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0026",0.031,"ppm",29.802707,-95.125495
"2011-01-30",71,58,65,58,0,0,712,1757,0.1,29.95,7,"48-201-0070",0.027,"ppm",29.735129,-95.315583
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0066",0.03,"ppm",29.724722,-95.503611
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0055",0.028,"ppm",29.695744,-95.499262
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-167-1034",0.033,"ppm",29.254474,-94.861289
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0046",0.023,"ppm",29.828086,-95.284096
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-1035",0.025,"ppm",29.733726,-95.257593
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-1015",0.033,"ppm",29.761653,-95.081386
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0075",0.013,"ppm",29.752778,-95.350278
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0416",0.027,"ppm",29.686389,-95.294722
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-039-1004",0.035,"ppm",29.520443,-95.392509
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-1039",0.034,"ppm",29.670025,-95.128508
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0062",0.027,"ppm",29.625833,-95.2675
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-1034",0.027,"ppm",29.767971,-95.220587
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0047",0.024,"ppm",29.834722,-95.489167
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-039-1016",0.033,"ppm",29.043759,-95.472946
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0070",0.023,"ppm",29.735129,-95.315583
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0029",0.032,"ppm",30.039534,-95.6739
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0024",0.026,"ppm",29.901037,-95.326125
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0026",0.026,"ppm",29.802707,-95.125495
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-1050",0.038,"ppm",29.583047,-95.015544
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-201-0051",0.031,"ppm",29.623611,-95.473611
"2011-01-31",76,55,66,59,0,1,711,1758,0,29.85,6.4,"48-339-0078",0.032,"ppm",30.350302,-95.425128
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-1034",0.028,"ppm",29.767971,-95.220587
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-1015",0.027,"ppm",29.761653,-95.081386
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0046",0.027,"ppm",29.828086,-95.284096
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0066",0.029,"ppm",29.724722,-95.503611
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0070",0.027,"ppm",29.735129,-95.315583
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0047",0.027,"ppm",29.834722,-95.489167
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0062",0.027,"ppm",29.625833,-95.2675
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0055",0.029,"ppm",29.695744,-95.499262
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0075",0.014,"ppm",29.752778,-95.350278
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0051",0.029,"ppm",29.623611,-95.473611
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-039-1016",0.029,"ppm",29.043759,-95.472946
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-1050",0.028,"ppm",29.583047,-95.015544
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0029",0.032,"ppm",30.039534,-95.6739
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0024",0.028,"ppm",29.901037,-95.326125
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0026",0.03,"ppm",29.802707,-95.125495
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-0416",0.026,"ppm",29.686389,-95.294722
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-1039",0.028,"ppm",29.670025,-95.128508
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-201-1035",0.026,"ppm",29.733726,-95.257593
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-339-0078",0.031,"ppm",30.350302,-95.425128
"2011-02-01",71,27,49,36,16,0,711,1759,0.14,29.95,18.1,"48-039-1004",0.031,"ppm",29.520443,-95.392509
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-1015",0.03,"ppm",29.761653,-95.081386
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0046",0.029,"ppm",29.828086,-95.284096
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0062",0.027,"ppm",29.625833,-95.2675
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0055",0.029,"ppm",29.695744,-95.499262
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0066",0.032,"ppm",29.724722,-95.503611
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0051",0.031,"ppm",29.623611,-95.473611
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-1035",0.03,"ppm",29.733726,-95.257593
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0075",0.016,"ppm",29.752778,-95.350278
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0029",0.037,"ppm",30.039534,-95.6739
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-1050",0.031,"ppm",29.583047,-95.015544
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0416",0.026,"ppm",29.686389,-95.294722
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-339-0078",0.035,"ppm",30.350302,-95.425128
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0070",0.029,"ppm",29.735129,-95.315583
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0047",0.029,"ppm",29.834722,-95.489167
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-1039",0.032,"ppm",29.670025,-95.128508
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0026",0.034,"ppm",29.802707,-95.125495
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-201-0024",0.031,"ppm",29.901037,-95.326125
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-039-1016",0.03,"ppm",29.043759,-95.472946
"2011-02-02",37,23,30,15,35,0,710,1760,0,30.39,15.6,"48-039-1004",0.032,"ppm",29.520443,-95.392509
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0066",0.031,"ppm",29.724722,-95.503611
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-1034",0.026,"ppm",29.767971,-95.220587
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-1035",0.025,"ppm",29.733726,-95.257593
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0075",0.013,"ppm",29.752778,-95.350278
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0055",0.028,"ppm",29.695744,-95.499262
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0062",0.026,"ppm",29.625833,-95.2675
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-1039",0.027,"ppm",29.670025,-95.128508
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0046",0.026,"ppm",29.828086,-95.284096
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-039-1016",0.03,"ppm",29.043759,-95.472946
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0416",0.025,"ppm",29.686389,-95.294722
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0029",0.035,"ppm",30.039534,-95.6739
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0070",0.027,"ppm",29.735129,-95.315583
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-167-1034",0.029,"ppm",29.254474,-94.861289
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-339-0078",0.033,"ppm",30.350302,-95.425128
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-1015",0.025,"ppm",29.761653,-95.081386
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0051",0.029,"ppm",29.623611,-95.473611
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-039-1004",0.031,"ppm",29.520443,-95.392509
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-1050",0.025,"ppm",29.583047,-95.015544
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0047",0.027,"ppm",29.834722,-95.489167
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0024",0.029,"ppm",29.901037,-95.326125
"2011-02-03",36,31,34,19,31,0,710,1800,0,30.33,12.5,"48-201-0026",0.03,"ppm",29.802707,-95.125495
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0416",0.027,"ppm",29.686389,-95.294722
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-1034",0.024,"ppm",29.767971,-95.220587
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0062",0.028,"ppm",29.625833,-95.2675
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0066",0.032,"ppm",29.724722,-95.503611
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0046",0.023,"ppm",29.828086,-95.284096
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0075",0.014,"ppm",29.752778,-95.350278
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0029",0.036,"ppm",30.039534,-95.6739
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-039-1016",0.034,"ppm",29.043759,-95.472946
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0055",0.031,"ppm",29.695744,-95.499262
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-1050",0.029,"ppm",29.583047,-95.015544
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0070",0.028,"ppm",29.735129,-95.315583
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0047",0.029,"ppm",29.834722,-95.489167
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-039-1004",0.035,"ppm",29.520443,-95.392509
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0026",0.029,"ppm",29.802707,-95.125495
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-1035",0.024,"ppm",29.733726,-95.257593
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-1039",0.028,"ppm",29.670025,-95.128508
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-339-0078",0.031,"ppm",30.350302,-95.425128
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-1015",0.029,"ppm",29.761653,-95.081386
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0024",0.027,"ppm",29.901037,-95.326125
"2011-02-04",33,27,30,24,35,0,709,1800,0,30.16,9.7,"48-201-0051",0.032,"ppm",29.623611,-95.473611
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0416",0.035,"ppm",29.686389,-95.294722
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-1034",0.039,"ppm",29.767971,-95.220587
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0062",0.036,"ppm",29.625833,-95.2675
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0075",0.022,"ppm",29.752778,-95.350278
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0066",0.039,"ppm",29.724722,-95.503611
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0047",0.036,"ppm",29.834722,-95.489167
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-039-1016",0.042,"ppm",29.043759,-95.472946
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-1035",0.03,"ppm",29.733726,-95.257593
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-167-1034",0.043,"ppm",29.254474,-94.861289
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-1050",0.041,"ppm",29.583047,-95.015544
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0029",0.042,"ppm",30.039534,-95.6739
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0070",0.035,"ppm",29.735129,-95.315583
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-1015",0.03,"ppm",29.761653,-95.081386
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0026",0.038,"ppm",29.802707,-95.125495
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0024",0.036,"ppm",29.901037,-95.326125
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0046",0.028,"ppm",29.828086,-95.284096
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0051",0.037,"ppm",29.623611,-95.473611
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-1039",0.039,"ppm",29.670025,-95.128508
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-201-0055",0.037,"ppm",29.695744,-95.499262
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-039-1004",0.044,"ppm",29.520443,-95.392509
"2011-02-05",60,26,43,24,22,0,708,1801,0,29.93,8.9,"48-339-0078",0.041,"ppm",30.350302,-95.425128
"2011-02-06",74,36,55,43,10,0,708,1802,0,29.86,8.5,"48-201-0046",0.031,"ppm",29.828086,-95.284096
"2011-02-06",74,36,55,43,10,0,708,1802,0,29.86,8.5,"48-039-1016",0.036,"ppm",29.043759,-95.472946
"2011-02-06",74,36,55,43,10,0,708,1802,0,29.86,8.5,"48-201-0075",0.034,"ppm",29.752778,-95.350278
"2011-02-06",74,36,55,43,10,0,708,1802,0,29.86,8.5,"48-201-0416",0.036,"ppm",29.686389,-95.294722
